Ride_ID,Date,Time,City,Pickup_Location,Drop_Location,Vehicle_Type,Driver_Name,Customer_ID,Ride_Distance_KM,Fare_Amount,Payment_Mode,Ride_Status,Driver_Rating,Customer_Rating,Trip_Duration_Min,Surge_Multiplier,Weather,Fuel_Cost,Profit
R00158,2025-04-04,11:44,Pune,IT Park,University,Sedan,Driver_63,C9804,6.0,83.31,Card,Cancelled,4.9,3.3,31,1.5,Rainy,22.74,60.57
R00159,2025-03-13,05:20,Delhi,IT Park,Office Hub,Sedan,Driver_50,C9281,25.6,414.57,Card,Completed,4.4,3.8,66,1.5,Sunny,117.67,296.9
R00160,2025-02-12,18:01,Mumbai,City Center,Market,Sedan,Driver_100,C8492,24.3,296.59,Card,Completed,4.5,4.1,24,2.0,Sunny,50.98,245.61
R00161,2025-05-18,17:52,Chennai,IT Park,Hospital,Sedan,Driver_55,C2677,29.7,457.99,Card,Completed,4.5,3.6,14,1.5,Rainy,126.83,331.16
R00162,2025-06-28,02:28,Mumbai,Bus Stand,Hospital,SUV,Driver_91,C8015,26.2,292.76,UPI,Completed,4.6,4.6,17,2.0,Rainy,116.21,176.55
R00163,2025-09-30,08:38,Bangalore,City Center,Market,Mini,Driver_18,C7743,17.1,226.34,UPI,Cancelled,4.7,3.3,26,1.0,Sunny,70.32,156.02
R00164,2025-12-31,10:53,Mumbai,City Center,Airport,SUV,Driver_81,C7786,8.9,164.08,Cash,Completed,4.3,4.8,21,1.5,Cloudy,28.29,135.79
R00165,2025-05-23,22:59,Pune,Airport,Airport,Mini,Driver_94,C8511,26.6,386.95,Card,Completed,3.7,3.1,78,1.5,Sunny,92.15,294.8
R00166,2025-08-08,06:31,Pune,Railway Station,Hospital,Bike,Driver_44,C1793,9.5,173.69,UPI,Completed,4.6,3.9,25,1.0,Rainy,28.63,145.06
R00167,2025-08-22,00:27,Chennai,Mall,Office Hub,SUV,Driver_12,C6905,7.7,130.02,Cash,Completed,4.3,4.3,16,1.5,Cloudy,18.45,111.57
R00168,2025-06-06,23:44,Delhi,Airport,Office Hub,Bike,Driver_10,C3174,23.1,330.15,Card,Completed,4.4,3.0,53,1.0,Rainy,52.52,277.63
R00169,2025-12-22,04:30,Delhi,Airport,Market,SUV,Driver_39,C3246,4.0,55.32,Cash,Completed,4.5,3.3,28,1.0,Cloudy,16.77,38.55
R00170,2025-10-16,00:39,Chennai,Bus Stand,Office Hub,Bike,Driver_79,C8248,20.2,290.9,UPI,Completed,3.2,4.5,85,2.0,Rainy,84.18,206.72
R00171,2025-06-29,13:20,Mumbai,City Center,Hospital,SUV,Driver_100,C1439,24.2,301.96,Card,Completed,3.4,4.2,34,2.0,Rainy,95.2,206.76
R00172,2025-06-01,20:03,Hyderabad,Airport,Office Hub,Bike,Driver_82,C2163,23.9,428.71,Card,Completed,3.0,3.7,50,1.0,Rainy,64.96,363.75
R00173,2025-10-19,13:23,Delhi,Airport,Hospital,Mini,Driver_2,C5295,17.3,202.89,UPI,Completed,3.1,4.6,74,1.5,Cloudy,59.05,143.84
R00174,2025-12-31,16:49,Pune,City Center,Hospital,Sedan,Driver_36,C2369,13.6,231.45,Cash,Completed,4.8,4.9,29,2.0,Rainy,30.56,200.89
R00175,2025-07-20,18:40,Bangalore,Bus Stand,University,Sedan,Driver_8,C5005,23.4,386.06,UPI,Cancelled,3.2,4.2,17,1.5,Cloudy,91.95,294.11
R00176,2025-12-03,23:11,Mumbai,IT Park,Market,SUV,Driver_22,C7092,5.3,90.52,UPI,Completed,4.7,4.5,25,1.0,Rainy,21.75,68.77
R00177,2025-08-08,08:33,Delhi,IT Park,University,SUV,Driver_8,C9185,3.8,65.07,Card,Completed,3.3,4.5,83,2.0,Cloudy,14.17,50.9
R00178,2025-03-01,07:47,Mumbai,Airport,University,SUV,Driver_50,C3458,16.2,169.13,UPI,Cancelled,4.7,4.1,63,1.0,Rainy,74.34,94.79
R00179,2025-05-08,13:58,Bangalore,Airport,Hospital,Mini,Driver_23,C4656,22.2,282.22,Card,Cancelled,4.9,3.1,69,1.5,Rainy,49.59,232.63
R00180,2025-06-17,02:35,Bangalore,Bus Stand,Hospital,Sedan,Driver_60,C7033,14.8,202.6,Card,Cancelled,5.0,4.6,79,1.0,Sunny,42.55,160.05
R00181,2025-01-04,13:01,Delhi,Mall,Residential Area,Bike,Driver_95,C6038,8.5,114.45,UPI,Completed,5.0,3.8,17,1.0,Cloudy,38.41,76.04
R00182,2025-05-24,02:02,Chennai,Mall,University,Mini,Driver_75,C2565,27.8,527.45,Card,Completed,4.6,3.1,82,1.0,Rainy,98.95,428.5
R00183,2025-12-06,04:15,Hyderabad,Bus Stand,Airport,SUV,Driver_41,C8417,10.2,188.79,Cash,Completed,4.9,3.3,84,1.0,Sunny,48.74,140.05
R00184,2025-02-24,05:28,Mumbai,IT Park,Market,Bike,Driver_34,C2964,15.0,210.98,UPI,Completed,4.4,4.7,87,1.0,Sunny,54.12,156.86
R00185,2025-06-17,04:05,Delhi,Bus Stand,Market,SUV,Driver_23,C1509,21.9,431.08,Cash,Completed,4.1,4.1,22,1.5,Sunny,69.83,361.25
R00186,2025-03-13,03:00,Mumbai,IT Park,Market,Mini,Driver_75,C5240,3.7,65.9,UPI,Completed,3.1,4.8,66,1.0,Sunny,9.87,56.03
R00187,2025-06-19,03:02,Hyderabad,Bus Stand,University,Bike,Driver_4,C7270,28.4,298.38,Card,Completed,3.7,4.8,45,1.5,Rainy,135.54,162.84
R00188,2025-03-18,01:39,Hyderabad,City Center,University,Mini,Driver_12,C5583,19.3,240.44,Cash,Completed,3.4,4.8,77,1.0,Cloudy,55.69,184.75
R00189,2025-10-06,00:24,Hyderabad,Mall,Hospital,SUV,Driver_50,C5430,23.9,324.83,UPI,Completed,4.2,3.1,45,1.0,Rainy,86.84,237.99
R00190,2025-09-29,11:49,Mumbai,Bus Stand,Office Hub,SUV,Driver_69,C1916,18.4,226.83,UPI,Completed,5.0,3.8,32,1.0,Sunny,45.61,181.22
R00191,2025-10-31,10:51,Chennai,Bus Stand,Market,Sedan,Driver_73,C4084,22.7,308.44,Cash,Completed,3.4,3.1,17,1.0,Cloudy,85.69,222.75
R00192,2025-04-23,00:33,Mumbai,Mall,Airport,Sedan,Driver_42,C1975,15.4,205.09,UPI,Completed,4.4,3.3,24,2.0,Rainy,59.17,145.92
R00193,2025-02-07,11:45,Bangalore,Mall,Office Hub,Sedan,Driver_94,C8157,28.4,396.35,Card,Cancelled,4.3,3.3,81,2.0,Cloudy,65.41,330.94
R00194,2025-07-02,07:42,Chennai,Mall,Office Hub,Sedan,Driver_94,C1029,18.5,217.44,Card,Cancelled,3.8,5.0,82,1.0,Sunny,54.03,163.41
R00195,2025-11-05,10:58,Delhi,IT Park,Office Hub,SUV,Driver_96,C2274,24.6,396.4,UPI,Completed,3.6,4.3,21,2.0,Cloudy,96.41,299.99
R00196,2025-11-24,23:56,Chennai,Airport,Market,SUV,Driver_14,C1020,11.4,115.3,UPI,Completed,4.5,4.9,62,1.5,Rainy,29.97,85.33
R00197,2025-06-29,17:24,Chennai,Bus Stand,Office Hub,Sedan,Driver_58,C2207,4.8,71.02,UPI,Completed,3.6,4.9,19,1.5,Sunny,22.04,48.98
R00198,2025-07-12,05:46,Bangalore,City Center,Hospital,Bike,Driver_91,C1507,4.1,79.62,Cash,Cancelled,3.3,4.8,30,1.0,Sunny,20.23,59.39
R00199,2025-06-19,06:12,Pune,Mall,Airport,SUV,Driver_39,C4891,13.5,209.81,UPI,Completed,4.1,4.7,29,1.0,Rainy,64.49,145.32
R00200,2025-01-02,13:05,Mumbai,Airport,Residential Area,Sedan,Driver_22,C5781,10.2,169.53,UPI,Completed,3.2,4.6,70,1.5,Cloudy,38.77,130.76
R00201,2025-05-16,02:41,Bangalore,Railway Station,University,Mini,Driver_34,C8204,17.2,203.8,Cash,Completed,4.7,4.1,29,2.0,Cloudy,80.09,123.71
R00202,2025-02-19,02:42,Pune,Railway Station,Hospital,Mini,Driver_50,C9561,11.6,178.81,Cash,Cancelled,4.4,4.9,83,1.0,Rainy,56.98,121.83
R00203,2025-06-03,02:25,Pune,City Center,Airport,Sedan,Driver_16,C8357,27.3,468.01,UPI,Cancelled,3.3,3.4,34,1.0,Sunny,95.72,372.29
R00204,2025-08-05,02:43,Pune,Mall,Market,Mini,Driver_12,C7358,14.2,283.61,Card,Completed,3.7,3.6,68,1.0,Cloudy,55.12,228.49
R00205,2025-11-16,18:33,Pune,City Center,Hospital,Mini,Driver_14,C2654,23.9,265.89,Cash,Completed,4.8,4.8,43,1.5,Cloudy,58.53,207.36
R00206,2025-09-06,18:38,Pune,City Center,Airport,Bike,Driver_5,C7484,15.2,178.17,Cash,Completed,3.1,4.0,44,1.5,Sunny,48.78,129.39
R00207,2025-06-22,09:19,Delhi,Railway Station,Office Hub,SUV,Driver_96,C8259,9.8,146.18,Cash,Completed,3.8,4.3,34,1.5,Sunny,40.07,106.11
R00208,2025-07-28,23:31,Pune,Railway Station,Residential Area,SUV,Driver_91,C9303,23.3,435.06,Cash,Completed,4.7,4.8,13,1.0,Sunny,103.99,331.07
R00209,2025-04-13,01:15,Mumbai,Mall,Market,Bike,Driver_65,C7503,2.9,30.47,Card,Cancelled,4.4,3.5,72,2.0,Rainy,8.94,21.53
R00210,2025-04-01,15:37,Bangalore,Bus Stand,Airport,Mini,Driver_37,C1449,17.4,233.9,Cash,Completed,4.7,4.6,37,1.0,Cloudy,78.53,155.37
R00211,2025-04-26,21:13,Chennai,Airport,University,Sedan,Driver_83,C3837,9.5,133.9,Card,Completed,3.4,4.2,49,2.0,Cloudy,19.57,114.33
R00212,2025-11-26,08:27,Mumbai,IT Park,Market,Bike,Driver_75,C2676,27.1,501.78,UPI,Completed,4.3,4.7,57,2.0,Cloudy,91.52,410.26
R00213,2025-11-01,19:18,Bangalore,Bus Stand,Market,SUV,Driver_34,C5895,10.4,115.24,UPI,Completed,4.5,4.8,86,1.5,Cloudy,22.79,92.45
R00214,2025-06-13,21:08,Bangalore,IT Park,University,Bike,Driver_95,C1578,22.2,367.5,Card,Completed,4.1,3.4,38,2.0,Cloudy,110.83,256.67
R00215,2025-11-23,15:58,Mumbai,Bus Stand,Hospital,Sedan,Driver_38,C2599,28.3,384.45,Cash,Completed,3.5,4.6,33,2.0,Rainy,82.09,302.36
R00216,2025-12-02,02:14,Bangalore,Mall,Market,SUV,Driver_60,C2929,11.9,207.56,Cash,Completed,4.3,4.2,89,1.0,Rainy,34.76,172.8
R00217,2025-04-10,16:07,Delhi,Railway Station,Office Hub,Sedan,Driver_44,C7704,26.3,363.38,Card,Completed,5.0,3.3,33,1.0,Rainy,76.14,287.24
R00218,2025-06-20,20:11,Mumbai,Railway Station,Hospital,Sedan,Driver_63,C2442,10.8,114.27,UPI,Completed,4.3,3.8,71,1.5,Sunny,36.25,78.02
R00219,2025-01-20,17:12,Pune,Railway Station,Residential Area,Mini,Driver_81,C5076,22.5,438.77,UPI,Completed,3.7,3.3,59,2.0,Cloudy,105.21,333.56
R00220,2025-06-06,05:04,Chennai,City Center,Hospital,SUV,Driver_56,C3192,25.1,325.85,Cash,Cancelled,4.0,4.5,31,1.5,Sunny,72.1,253.75
R00221,2025-04-27,07:46,Pune,Railway Station,Residential Area,SUV,Driver_92,C1612,29.6,358.51,Cash,Completed,3.5,4.1,16,2.0,Sunny,61.15,297.36
R00222,2025-12-05,03:41,Hyderabad,IT Park,Residential Area,SUV,Driver_61,C3508,25.4,266.25,UPI,Completed,4.3,3.6,22,2.0,Cloudy,59.62,206.63
R00223,2025-05-19,19:38,Pune,Bus Stand,Hospital,Mini,Driver_37,C2867,21.6,306.47,UPI,Completed,4.2,4.6,76,1.0,Rainy,101.43,205.04
R00224,2025-12-27,13:18,Chennai,IT Park,Market,Sedan,Driver_1,C1208,6.5,100.63,Card,Completed,3.2,4.1,73,1.0,Sunny,30.75,69.88
R00225,2025-09-19,02:46,Hyderabad,Mall,Market,Bike,Driver_7,C2635,22.3,424.77,UPI,Completed,4.7,3.7,50,1.5,Cloudy,87.71,337.06
R00226,2025-03-01,03:54,Chennai,Bus Stand,Office Hub,SUV,Driver_46,C8171,23.2,242.65,Card,Completed,4.5,3.7,53,1.0,Sunny,105.7,136.95
R00227,2025-07-25,12:29,Hyderabad,Bus Stand,Office Hub,Mini,Driver_17,C1960,9.6,133.03,UPI,Completed,4.8,4.0,82,2.0,Rainy,43.7,89.33
R00228,2025-04-03,19:24,Chennai,Railway Station,University,Bike,Driver_15,C7738,23.8,383.5,Cash,Completed,3.5,3.6,77,2.0,Cloudy,109.19,274.31
R00229,2025-10-17,07:42,Pune,Airport,University,Sedan,Driver_62,C6664,26.4,401.04,Card,Completed,3.8,4.7,81,2.0,Sunny,107.31,293.73
R00230,2025-01-06,20:59,Mumbai,Airport,University,SUV,Driver_31,C6421,6.4,118.33,Cash,Completed,3.4,4.3,61,1.0,Sunny,29.16,89.17
R00231,2025-08-24,14:51,Bangalore,Airport,University,Mini,Driver_14,C7609,18.0,195.84,Cash,Completed,4.1,4.7,87,2.0,Cloudy,62.92,132.92
R00232,2025-06-05,16:35,Bangalore,Airport,Office Hub,Bike,Driver_43,C8751,7.8,130.38,Card,Completed,4.4,3.2,38,1.0,Rainy,37.84,92.54
R00233,2025-07-01,20:51,Delhi,Railway Station,University,Sedan,Driver_92,C7704,10.2,155.24,UPI,Completed,3.4,3.2,60,1.0,Rainy,41.88,113.36
R00234,2025-04-08,22:21,Chennai,City Center,Residential Area,Bike,Driver_59,C9260,5.0,70.72,UPI,Cancelled,3.0,4.5,80,1.5,Cloudy,23.9,46.82
R00235,2025-09-05,16:49,Chennai,Railway Station,Residential Area,Bike,Driver_85,C6273,27.8,327.26,Card,Completed,3.8,4.2,41,1.5,Rainy,103.85,223.41
R00236,2025-06-25,09:28,Chennai,City Center,Market,SUV,Driver_92,C4560,24.5,278.85,UPI,Completed,4.4,4.4,26,2.0,Cloudy,93.29,185.56
R00237,2025-04-02,16:34,Bangalore,City Center,University,Bike,Driver_87,C9747,21.4,282.99,Cash,Completed,3.8,3.0,23,1.0,Rainy,50.21,232.78
R00238,2025-03-16,01:42,Bangalore,Bus Stand,Market,Sedan,Driver_8,C5835,3.6,45.61,UPI,Completed,3.1,4.6,23,2.0,Cloudy,15.68,29.93
R00239,2025-10-15,07:47,Chennai,Mall,Airport,Mini,Driver_49,C7349,20.1,279.17,Cash,Cancelled,5.0,3.6,80,1.0,Sunny,71.01,208.16
R00240,2025-05-09,06:39,Mumbai,Bus Stand,Airport,SUV,Driver_97,C9955,26.3,489.3,Card,Completed,4.6,4.9,47,1.5,Sunny,87.56,401.74
R00241,2025-12-16,02:11,Delhi,IT Park,Market,SUV,Driver_17,C3636,28.9,501.44,Card,Completed,3.0,3.9,29,1.0,Sunny,68.15,433.29
R00242,2025-06-15,19:03,Bangalore,IT Park,Hospital,SUV,Driver_10,C6207,23.7,385.21,Card,Completed,3.4,3.1,74,1.0,Rainy,107.35,277.86
R00243,2025-10-06,17:25,Bangalore,Mall,Market,SUV,Driver_28,C9691,4.6,56.18,Cash,Cancelled,4.6,5.0,11,1.0,Cloudy,12.14,44.04
R00244,2025-06-27,14:15,Delhi,Bus Stand,Market,Bike,Driver_15,C7322,27.3,440.54,Cash,Completed,3.6,4.8,57,2.0,Cloudy,105.47,335.07
R00245,2025-08-17,15:02,Delhi,Airport,Office Hub,Mini,Driver_81,C2072,10.3,170.11,UPI,Completed,4.5,4.7,64,1.0,Sunny,30.5,139.61
R00246,2025-10-03,22:56,Delhi,Bus Stand,Airport,Sedan,Driver_4,C8523,29.3,520.14,Card,Completed,3.2,3.1,42,2.0,Sunny,115.43,404.71
R00247,2025-10-22,07:58,Hyderabad,Mall,Residential Area,Bike,Driver_87,C2938,9.2,127.7,Card,Completed,4.4,3.1,84,1.0,Cloudy,35.79,91.91
R00248,2025-02-07,11:59,Pune,Airport,Market,Bike,Driver_49,C7473,16.1,207.66,Card,Completed,3.3,3.4,60,2.0,Rainy,65.33,142.33
R00249,2025-11-21,04:19,Chennai,Bus Stand,Market,Mini,Driver_71,C3316,21.0,401.98,UPI,Completed,4.1,3.8,80,1.0,Rainy,92.09,309.89
R00250,2025-04-18,23:47,Chennai,City Center,Office Hub,Sedan,Driver_24,C4617,27.3,366.87,Card,Completed,3.4,3.4,82,1.0,Cloudy,88.4,278.47
R00251,2025-08-25,20:35,Mumbai,Bus Stand,Hospital,Bike,Driver_43,C6851,4.0,66.87,UPI,Completed,3.5,3.6,18,1.0,Rainy,11.01,55.86
R00252,2025-09-06,14:21,Pune,City Center,Market,SUV,Driver_55,C3762,19.3,252.0,UPI,Completed,4.6,4.4,65,1.5,Rainy,72.42,179.58
R00253,2025-03-10,21:46,Bangalore,IT Park,Hospital,Mini,Driver_23,C2343,11.3,167.23,Cash,Completed,3.3,4.1,43,2.0,Cloudy,37.7,129.53
R00254,2025-02-09,23:04,Pune,City Center,University,Sedan,Driver_5,C5269,27.0,499.39,Card,Completed,4.1,4.3,29,1.5,Rainy,105.16,394.23
R00255,2025-04-25,18:46,Delhi,IT Park,Market,Mini,Driver_85,C4913,26.0,294.81,Card,Completed,4.5,3.3,30,1.0,Cloudy,91.09,203.72
R00256,2025-10-17,21:55,Bangalore,Airport,Office Hub,Bike,Driver_30,C2029,29.1,505.15,Cash,Completed,3.1,3.4,56,1.5,Rainy,100.41,404.74
R00257,2025-08-21,01:02,Pune,Bus Stand,Market,SUV,Driver_75,C9918,29.5,390.6,Card,Completed,4.3,3.7,19,2.0,Rainy,121.28,269.32
R00258,2025-07-12,07:33,Hyderabad,City Center,Residential Area,Sedan,Driver_57,C3713,13.4,243.51,UPI,Completed,4.3,3.4,33,1.0,Rainy,40.67,202.84
R00259,2025-11-05,22:52,Chennai,Airport,University,Bike,Driver_62,C4452,5.3,65.21,Card,Completed,4.7,3.0,15,1.0,Cloudy,23.5,41.71
R00260,2025-10-31,05:08,Delhi,Railway Station,Market,Sedan,Driver_67,C7642,19.6,203.68,Card,Cancelled,4.3,4.8,46,1.0,Sunny,72.85,130.83
R00261,2025-08-18,19:30,Pune,Railway Station,Hospital,Sedan,Driver_80,C9369,26.3,307.86,Cash,Completed,4.4,4.8,86,2.0,Sunny,118.12,189.74
R00262,2025-04-28,12:24,Pune,Bus Stand,University,Sedan,Driver_78,C2577,5.7,57.94,UPI,Completed,4.2,3.1,78,2.0,Sunny,20.34,37.6
R00263,2025-02-17,15:42,Chennai,Bus Stand,University,Bike,Driver_48,C1711,5.6,89.79,Card,Completed,3.5,4.6,58,1.5,Cloudy,25.1,64.69
R00264,2025-12-23,18:06,Delhi,Mall,Hospital,Bike,Driver_33,C4096,13.9,174.38,UPI,Completed,4.6,4.2,25,2.0,Sunny,59.74,114.64
R00265,2025-07-12,20:13,Mumbai,IT Park,Airport,SUV,Driver_34,C9783,21.3,280.29,Cash,Completed,4.2,5.0,60,1.0,Rainy,65.75,214.54
R00266,2025-10-10,17:30,Bangalore,City Center,Market,Bike,Driver_95,C3262,7.0,109.14,Card,Completed,3.5,4.6,30,1.0,Sunny,24.16,84.98
R00267,2025-09-18,12:50,Chennai,Airport,Office Hub,Bike,Driver_82,C1086,11.5,178.32,UPI,Completed,3.9,4.2,21,1.0,Rainy,47.05,131.27
R00268,2025-04-24,11:05,Hyderabad,City Center,Airport,SUV,Driver_92,C1941,19.1,329.38,UPI,Completed,3.9,3.4,76,1.5,Sunny,91.53,237.85
R00269,2025-01-18,19:32,Delhi,Mall,Office Hub,Mini,Driver_21,C2422,16.4,201.99,Cash,Completed,3.7,3.8,85,1.0,Cloudy,41.14,160.85
R00270,2025-01-08,23:45,Pune,City Center,Market,SUV,Driver_36,C4707,3.9,42.52,Card,Cancelled,3.9,3.8,10,1.5,Sunny,11.13,31.39
R00271,2025-07-28,16:06,Delhi,City Center,Market,SUV,Driver_89,C8254,17.6,264.56,Cash,Completed,4.5,4.5,68,2.0,Rainy,53.15,211.41
R00272,2025-10-28,00:30,Mumbai,Bus Stand,Airport,Sedan,Driver_41,C7757,5.3,56.58,Cash,Completed,3.0,4.7,41,1.5,Sunny,20.68,35.9
R00273,2025-07-24,21:47,Hyderabad,Mall,Market,Sedan,Driver_74,C5408,25.0,269.01,UPI,Cancelled,4.4,4.8,73,2.0,Sunny,119.85,149.16
R00274,2025-05-01,23:15,Mumbai,City Center,Market,Sedan,Driver_100,C2747,26.4,318.59,UPI,Cancelled,4.4,4.3,88,1.0,Cloudy,68.86,249.73
R00275,2025-01-22,15:23,Pune,Mall,University,Sedan,Driver_98,C9374,19.4,289.51,Cash,Completed,4.5,3.3,77,1.5,Rainy,96.15,193.36
R00276,2025-10-04,01:32,Hyderabad,Airport,Airport,Bike,Driver_41,C1137,11.7,217.67,UPI,Completed,3.8,3.2,56,2.0,Rainy,50.63,167.04
R00277,2025-04-06,17:16,Bangalore,Railway Station,University,Bike,Driver_27,C7866,8.6,126.54,Card,Completed,3.7,3.8,67,1.0,Cloudy,33.02,93.52
R00278,2025-03-09,18:43,Mumbai,City Center,University,Bike,Driver_26,C3389,8.4,92.39,Card,Completed,4.6,3.4,73,1.0,Cloudy,23.6,68.79
R00279,2025-09-22,17:46,Pune,Airport,University,Mini,Driver_89,C3676,10.8,160.55,UPI,Completed,3.5,4.7,22,1.5,Cloudy,29.73,130.82
R00280,2025-06-21,08:23,Bangalore,Airport,University,Mini,Driver_45,C4259,12.1,188.46,Card,Completed,4.3,3.3,46,1.5,Rainy,53.6,134.86
R00281,2025-12-11,16:31,Pune,Mall,University,Sedan,Driver_22,C6527,23.7,342.92,Cash,Completed,4.1,4.7,19,1.0,Sunny,52.97,289.95
R00282,2025-06-25,07:20,Chennai,IT Park,Market,Bike,Driver_100,C6950,10.9,140.76,Card,Completed,4.9,3.8,33,1.0,Sunny,30.55,110.21
R00283,2025-05-01,21:16,Mumbai,IT Park,Residential Area,Mini,Driver_9,C8752,28.3,481.3,Card,Completed,4.5,4.0,20,1.0,Rainy,63.4,417.9
R00284,2025-11-13,04:05,Mumbai,Bus Stand,Market,Bike,Driver_81,C3071,20.3,382.75,UPI,Completed,3.3,3.1,55,1.5,Rainy,59.44,323.31
R00285,2025-08-28,17:59,Chennai,City Center,Office Hub,Bike,Driver_81,C8126,9.6,138.71,Card,Completed,4.1,4.8,71,2.0,Sunny,47.12,91.59
R00286,2025-02-15,14:19,Delhi,City Center,Office Hub,SUV,Driver_37,C8687,12.2,153.7,Card,Completed,4.8,4.9,71,1.5,Sunny,35.51,118.19
R00287,2025-08-09,09:38,Hyderabad,City Center,University,Bike,Driver_32,C3675,8.5,85.61,Card,Completed,3.8,3.8,43,1.0,Rainy,26.53,59.08
R00288,2025-11-17,07:33,Chennai,Mall,Market,SUV,Driver_53,C4080,23.4,446.93,UPI,Completed,3.6,4.3,89,1.5,Rainy,103.49,343.44
R00289,2025-12-25,19:31,Pune,Airport,Office Hub,Mini,Driver_37,C5410,7.3,74.42,UPI,Completed,4.5,3.5,29,1.0,Rainy,15.69,58.73
R00290,2025-04-22,10:26,Hyderabad,Bus Stand,Residential Area,SUV,Driver_11,C3393,10.7,192.54,UPI,Completed,3.8,4.1,33,1.0,Rainy,53.43,139.11
R00291,2025-07-15,00:07,Hyderabad,Railway Station,Airport,Mini,Driver_26,C8550,29.3,502.4,Card,Completed,4.0,5.0,70,1.5,Cloudy,92.42,409.98
R00292,2025-06-09,10:10,Pune,Airport,Market,Bike,Driver_82,C5895,19.6,204.27,UPI,Completed,3.1,4.3,24,1.0,Cloudy,94.32,109.95
R00293,2025-08-11,10:00,Mumbai,Airport,Residential Area,Bike,Driver_89,C3539,6.7,85.5,Cash,Completed,3.5,4.0,89,1.5,Cloudy,15.8,69.7
R00294,2025-01-31,01:22,Mumbai,IT Park,Office Hub,SUV,Driver_72,C6690,20.0,340.27,Cash,Completed,3.0,3.8,27,1.5,Sunny,87.49,252.78
R00295,2025-09-06,22:28,Pune,Railway Station,Hospital,SUV,Driver_42,C8674,17.7,273.06,Cash,Completed,4.2,4.7,30,1.0,Cloudy,61.42,211.64
R00296,2025-03-21,14:18,Chennai,City Center,University,Sedan,Driver_3,C6965,24.9,383.86,Card,Completed,4.4,4.3,78,1.5,Sunny,83.72,300.14
R00297,2025-09-26,21:31,Hyderabad,Bus Stand,Market,Mini,Driver_13,C9572,23.4,270.07,Card,Completed,4.7,3.3,14,1.0,Sunny,66.68,203.39
R00298,2025-09-06,06:06,Hyderabad,City Center,Hospital,SUV,Driver_7,C7002,2.9,47.61,UPI,Completed,3.1,4.9,36,2.0,Rainy,9.18,38.43
R00299,2025-02-10,14:51,Hyderabad,Mall,Airport,Mini,Driver_79,C5355,19.9,270.82,Card,Completed,3.1,3.6,37,2.0,Sunny,84.19,186.63
R00300,2025-02-21,23:14,Mumbai,City Center,Airport,Sedan,Driver_72,C7802,16.9,201.02,Card,Completed,4.3,3.7,68,2.0,Cloudy,60.48,140.54
R00301,2025-08-07,03:10,Chennai,Railway Station,Hospital,Bike,Driver_46,C6163,24.2,375.09,Card,Cancelled,3.6,3.7,65,2.0,Rainy,85.04,290.05
R00302,2025-11-08,07:36,Chennai,Mall,Market,Bike,Driver_58,C7505,17.3,237.89,UPI,Completed,5.0,4.2,76,1.0,Rainy,63.16,174.73
R00303,2025-01-04,09:14,Chennai,Mall,Hospital,Sedan,Driver_13,C1618,8.0,105.19,Cash,Completed,3.3,3.7,84,1.0,Sunny,34.52,70.67
R00304,2025-05-12,09:05,Delhi,Bus Stand,Market,Bike,Driver_23,C8999,18.0,282.43,Card,Completed,4.6,3.2,48,1.0,Cloudy,47.74,234.69
R00305,2025-10-23,12:05,Hyderabad,IT Park,Residential Area,Sedan,Driver_96,C1187,23.8,457.41,Card,Completed,3.8,3.6,15,1.5,Cloudy,71.48,385.93
R00306,2025-10-17,04:20,Chennai,IT Park,University,Mini,Driver_29,C8076,16.1,196.55,Cash,Completed,3.3,3.7,70,2.0,Cloudy,34.64,161.91
R00307,2025-01-26,17:25,Chennai,Railway Station,Office Hub,Bike,Driver_72,C4245,9.4,131.46,Cash,Completed,4.1,4.1,77,1.0,Sunny,31.05,100.41
R00308,2025-02-06,08:49,Delhi,Bus Stand,University,Bike,Driver_47,C6706,14.0,235.86,UPI,Completed,4.2,3.0,49,1.0,Rainy,52.19,183.67
R00309,2025-11-12,14:39,Mumbai,Bus Stand,Market,Sedan,Driver_97,C2405,6.1,63.74,UPI,Completed,3.5,4.2,28,1.5,Sunny,27.17,36.57
R00310,2025-06-25,22:51,Mumbai,Bus Stand,Hospital,Sedan,Driver_27,C9952,5.1,73.95,Card,Completed,4.1,4.2,28,2.0,Cloudy,10.55,63.4
R00311,2025-12-09,00:24,Mumbai,Airport,Market,Sedan,Driver_90,C5444,18.3,304.43,UPI,Completed,4.9,3.1,44,2.0,Cloudy,38.99,265.44
R00312,2025-07-04,03:01,Hyderabad,City Center,Airport,Mini,Driver_41,C8940,10.2,192.11,Card,Completed,3.4,4.0,68,2.0,Cloudy,32.23,159.88
R00313,2025-01-12,01:15,Chennai,Railway Station,Residential Area,SUV,Driver_88,C6765,27.8,362.77,Cash,Completed,3.5,5.0,74,1.5,Sunny,96.46,266.31
R00314,2025-11-17,08:56,Pune,Mall,Office Hub,Sedan,Driver_44,C7436,12.8,255.99,Card,Completed,4.5,4.0,88,2.0,Cloudy,63.63,192.36
R00315,2025-04-27,13:15,Pune,Mall,University,Sedan,Driver_27,C3270,18.0,256.76,Card,Completed,4.6,4.7,49,2.0,Cloudy,52.87,203.89
R00316,2025-09-26,04:27,Pune,Railway Station,Market,Mini,Driver_72,C9732,29.9,590.76,Card,Completed,3.6,4.8,13,1.5,Rainy,72.82,517.94
